2021-09-28 11:03:58,907 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-04 17:35:37,208 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-04 17:35:37,209 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:35:37,212 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-04 17:35:37,213 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:35:37,270 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-04 17:35:37,292 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-04 17:35:37,292 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:35:37,293 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-33531-1633368936979-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-04 17:35:37,294 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-04 17:35:37,538 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-04 17:35:37,775 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-04 17:35:37,776 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-04 17:35:37,802 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-04 17:35:37,901 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-04 17:35:37,951 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-04 17:53:36,850 | WARN  | Transport Connection to: tcp://172.20.0.7:49066 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49066@61616
2021-10-04 17:53:36,851 | WARN  | Transport Connection to: tcp://172.20.0.7:49070 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49070@61616
2021-10-04 17:53:36,851 | WARN  | Transport Connection to: tcp://172.20.0.7:49068 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49068@61616
2021-10-04 17:53:36,854 | WARN  | Transport Connection to: tcp://172.20.0.7:49080 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49080@61616
2021-10-04 17:53:36,853 | WARN  | Transport Connection to: tcp://172.20.0.7:49078 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49078@61616
2021-10-04 17:53:36,853 | WARN  | Transport Connection to: tcp://172.20.0.7:49076 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49076@61616
2021-10-04 17:53:36,852 | WARN  | Transport Connection to: tcp://172.20.0.7:49074 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49074@61616
2021-10-04 17:53:36,852 | WARN  | Transport Connection to: tcp://172.20.0.7:49072 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49072@61616
2021-10-04 17:53:36,855 | WARN  | Transport Connection to: tcp://172.20.0.7:49082 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.7:49082@61616
2021-10-04 17:53:48,796 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Mon Oct 04 17:53:48 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-04 17:53:49,417 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-04 17:53:49,509 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-04 17:53:49,538 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-04 17:53:49,701 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-46583-1633370029545-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-04 17:53:49,759 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-04 17:53:49,761 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:53:49,763 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-04 17:53:49,764 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:53:49,766 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-04 17:53:49,767 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:53:49,769 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-04 17:53:49,770 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:53:49,833 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-04 17:53:49,856 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-04 17:53:49,857 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-04 17:53:49,858 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-46583-1633370029545-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-04 17:53:49,859 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-04 17:53:50,096 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-04 17:53:50,333 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-04 17:53:50,333 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-04 17:53:50,360 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-04 17:53:50,459 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-04 17:53:50,515 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-04 17:57:45,254 | WARN  | Transport Connection to: tcp://172.21.0.5:54356 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54356@61616
2021-10-04 17:57:45,255 | WARN  | Transport Connection to: tcp://172.21.0.5:54360 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54360@61616
2021-10-04 17:57:45,254 | WARN  | Transport Connection to: tcp://172.21.0.5:54358 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54358@61616
2021-10-04 17:57:45,257 | WARN  | Transport Connection to: tcp://172.21.0.5:54368 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54368@61616
2021-10-04 17:57:45,257 | WARN  | Transport Connection to: tcp://172.21.0.5:54366 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54366@61616
2021-10-04 17:57:45,256 | WARN  | Transport Connection to: tcp://172.21.0.5:54364 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54364@61616
2021-10-04 17:57:45,256 | WARN  | Transport Connection to: tcp://172.21.0.5:54362 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54362@61616
2021-10-04 17:57:45,259 | WARN  | Transport Connection to: tcp://172.21.0.5:54372 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54372@61616
2021-10-04 17:57:45,258 | WARN  | Transport Connection to: tcp://172.21.0.5:54370 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.21.0.5:54370@61616
2021-10-05 11:19:04,589 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Oct 05 11:19:04 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-05 11:19:05,313 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:19:05,398 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-05 11:19:05,426 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-05 11:19:05,615 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-43283-1633432745432-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:19:05,677 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:19:05,678 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:19:05,680 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:19:05,681 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:19:05,683 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:19:05,685 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:19:05,687 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:19:05,688 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:19:05,760 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-05 11:19:05,786 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-05 11:19:05,786 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:19:05,787 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-43283-1633432745432-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:19:05,788 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:19:06,031 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-05 11:19:06,283 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-05 11:19:06,283 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-05 11:19:06,313 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-05 11:19:06,412 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-05 11:19:06,464 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-05 11:29:23,055 | WARN  | Transport Connection to: tcp://172.18.0.5:47524 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47524@61616
2021-10-05 11:29:23,056 | WARN  | Transport Connection to: tcp://172.18.0.5:47526 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47526@61616
2021-10-05 11:29:23,059 | WARN  | Transport Connection to: tcp://172.18.0.5:47530 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47530@61616
2021-10-05 11:29:23,057 | WARN  | Transport Connection to: tcp://172.18.0.5:47528 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47528@61616
2021-10-05 11:29:23,062 | WARN  | Transport Connection to: tcp://172.18.0.5:47538 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47538@61616
2021-10-05 11:29:23,062 | WARN  | Transport Connection to: tcp://172.18.0.5:47536 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47536@61616
2021-10-05 11:29:23,061 | WARN  | Transport Connection to: tcp://172.18.0.5:47534 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47534@61616
2021-10-05 11:29:23,060 | WARN  | Transport Connection to: tcp://172.18.0.5:47532 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47532@61616
2021-10-05 11:29:23,065 | WARN  | Transport Connection to: tcp://172.18.0.5:47540 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.18.0.5:47540@61616
2021-10-05 11:29:35,077 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Oct 05 11:29:35 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-05 11:29:35,670 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:29:35,772 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-05 11:29:35,808 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-05 11:29:35,955 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-40665-1633433375814-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:29:36,013 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:29:36,014 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:29:36,016 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:29:36,017 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:29:36,019 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:29:36,021 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:29:36,023 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-05 11:29:36,024 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:29:36,081 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-05 11:29:36,103 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-05 11:29:36,104 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-05 11:29:36,105 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-40665-1633433375814-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:29:36,106 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-05 11:29:36,342 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-05 11:29:36,589 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-05 11:29:36,590 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-05 11:29:36,616 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-05 11:29:36,720 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-05 11:29:36,771 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-05 17:43:16,629 | WARN  | Transport Connection to: tcp://172.19.0.6:53246 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53246@61616
2021-10-05 17:43:16,630 | WARN  | Transport Connection to: tcp://172.19.0.6:53250 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53250@61616
2021-10-05 17:43:16,629 | WARN  | Transport Connection to: tcp://172.19.0.6:53248 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53248@61616
2021-10-05 17:43:16,632 | WARN  | Transport Connection to: tcp://172.19.0.6:53260 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53260@61616
2021-10-05 17:43:16,632 | WARN  | Transport Connection to: tcp://172.19.0.6:53258 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53258@61616
2021-10-05 17:43:16,631 | WARN  | Transport Connection to: tcp://172.19.0.6:53256 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53256@61616
2021-10-05 17:43:16,631 | WARN  | Transport Connection to: tcp://172.19.0.6:53254 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53254@61616
2021-10-05 17:43:16,630 | WARN  | Transport Connection to: tcp://172.19.0.6:53252 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53252@61616
2021-10-05 17:43:16,634 | WARN  | Transport Connection to: tcp://172.19.0.6:53262 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.19.0.6:53262@61616
2021-10-07 16:39:39,958 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Thu Oct 07 16:39:39 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-07 16:39:40,558 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-07 16:39:40,647 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-07 16:39:40,684 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-07 16:39:40,878 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-42581-1633624780691-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-07 16:39:40,937 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-07 16:39:40,938 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-07 16:39:40,941 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-07 16:39:40,943 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-10-07 16:39:40,946 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-07 16:39:40,949 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-10-07 16:39:40,951 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-07 16:39:40,952 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-10-07 16:39:41,012 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-10-07 16:39:41,039 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-10-07 16:39:41,040 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-10-07 16:39:41,041 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-42581-1633624780691-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-10-07 16:39:41,042 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-10-07 16:39:41,290 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-10-07 16:39:41,526 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-07 16:39:41,526 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-10-07 16:39:41,553 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-10-07 16:39:41,650 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-10-07 16:39:41,701 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-10-07 16:43:19,178 | WARN  | Transport Connection to: tcp://172.22.0.6:36472 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36472@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36466 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36466@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36458 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36458@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36462 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36462@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36456 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36456@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36454 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36454@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36470 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36470@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36468 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36468@61616
2021-10-07 16:43:19,179 | WARN  | Transport Connection to: tcp://172.22.0.6:36464 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36464@61616
2021-10-07 16:43:19,178 | WARN  | Transport Connection to: tcp://172.22.0.6:36540 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36540@61616
2021-10-07 16:43:19,180 | WARN  | Transport Connection to: tcp://172.22.0.6:36450 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.22.0.6:36450@61616
2021-10-07 16:45:13,156 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Thu Oct 07 16:45:13 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-10-07 16:45:13,791 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-10-07 16:45:13,895 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-10-07 16:45:13,924 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-10-07 16:45:14,114 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-38127-1633625113931-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-10-07 16:45:14,176 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-07 16:45:14,177 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-10-07 16:45:14,180 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-10-07 16:45:14,182 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
